# Transit light curve
# generated: 2026-09-07T17:31:29.867840+00:00
# target_ra_deg: 298.39526
# target_dec_deg: 47.81501
# n_comparison_stars: 5
# time_system: BJD_TDB
# BJD_TDB  rel_flux  rel_flux_err
2461278.614276 0.980467 0.006926
2461278.614639 1.014728 0.007118
2461278.615013 0.982938 0.006952
2461278.615377 0.998702 0.007053
2461278.615740 0.994928 0.007005
2461278.616101 1.004771 0.007109
2461278.616462 1.002328 0.007074
2461278.616824 0.999121 0.007041
2461278.617187 0.983731 0.006970
2461278.617549 1.019022 0.007131
2461278.617911 1.015054 0.007130
2461278.618274 0.988942 0.006984
2461278.618636 1.020270 0.007167
2461278.619000 0.989823 0.006972
2461278.619362 1.025043 0.007214
2461278.619722 0.988431 0.006992
2461278.620083 0.988191 0.006997
2461278.620445 0.990135 0.007048
2461278.620807 0.999926 0.007105
2461278.621172 1.011746 0.007129
2461278.621533 1.007301 0.007095
2461278.621893 0.996387 0.007040
2461278.622258 1.016917 0.007194
2461278.622618 1.012729 0.007131
2461278.622980 0.994711 0.007098
2461278.623343 1.004342 0.007079
2461278.623705 0.990769 0.007011
2461278.624070 1.003283 0.007134
2461278.624434 0.997078 0.007118
2461278.624793 1.019232 0.007172
2461278.625154 0.993495 0.007055
2461278.625515 1.000134 0.007100
2461278.625878 0.993378 0.007022
2461278.626241 1.007463 0.007100
2461278.626606 1.028745 0.007257
2461278.626965 1.026785 0.007196
2461278.627328 1.022093 0.007200
2461278.627691 0.994129 0.007016
2461278.628055 1.009224 0.007191
2461278.628416 1.010323 0.007156
2461278.628779 1.029647 0.007209
2461278.629143 1.010808 0.007135
2461278.629504 0.999804 0.007009
2461278.629867 1.025918 0.007203
2461278.630231 0.994044 0.006998
2461278.630593 1.022653 0.007183
2461278.630956 1.013553 0.007089
2461278.631317 0.992949 0.007002
2461278.631678 1.019847 0.007161
2461278.632038 0.996597 0.007021
2461278.632400 0.982793 0.006952
2461278.632761 1.016735 0.007124
2461278.633123 1.009684 0.007130
2461278.633483 0.993538 0.006998
2461278.633843 1.038630 0.007265
2461278.634207 1.011147 0.007114
2461278.634570 1.025569 0.007177
2461278.634930 1.014362 0.007118
2461278.635293 1.015187 0.007132
2461278.635654 0.987327 0.006980
2461278.636020 1.016086 0.007150
2461278.636382 1.009157 0.007085
2461278.636745 1.021569 0.007191
2461278.637107 0.920394 0.007331
2461278.637470 1.023871 0.007191
2461278.637831 1.013201 0.007123
2461278.638196 0.983589 0.006982
2461278.638557 1.014006 0.007143
2461278.638922 1.015973 0.007130
2461278.639281 1.002510 0.007096
2461278.639640 0.999476 0.007061
2461278.640003 1.002685 0.007096
2461278.640365 1.013806 0.007137
2461278.640725 1.016515 0.007148
2461278.641089 1.013748 0.007145
2461278.641452 1.013077 0.007114
2461278.641812 1.003771 0.007080
2461278.642175 1.015336 0.007164
2461278.642535 1.005294 0.007163
2461278.642895 1.019263 0.007206
2461278.643259 1.006346 0.007107
2461278.643621 1.002890 0.007086
2461278.643985 1.031818 0.007245
2461278.644347 1.017859 0.007223
2461278.644709 1.015750 0.007157
2461278.645072 1.021163 0.007236
2461278.645433 1.018520 0.007151
2461278.645794 1.028841 0.007229
2461278.646156 0.999784 0.007079
2461278.646517 0.999476 0.007048
2461278.646880 1.028728 0.007246
2461278.647242 1.009901 0.007180
2461278.647603 1.028033 0.007249
2461278.647965 1.012604 0.007130
2461278.648330 1.008791 0.007139
2461278.648694 0.996073 0.007096
2461278.649058 1.011725 0.007159
2461278.649418 1.015039 0.007177
2461278.649778 0.987442 0.007005
2461278.650142 1.023325 0.007294
2461278.650502 0.990436 0.007067
2461278.650863 0.989561 0.007031
2461278.651224 1.001407 0.007078
2461278.651585 1.032129 0.007307
2461278.651945 1.000396 0.007150
2461278.652311 0.998894 0.007084
2461278.652672 0.993212 0.006994
2461278.653033 1.014263 0.007162
2461278.653396 1.012767 0.007128
2461278.653759 1.021688 0.007184
2461278.654120 1.005525 0.007090
2461278.654481 1.002396 0.007069
2461278.654842 1.012570 0.007133
