# Transit light curve
# generated: 2026-09-07T14:29:11.629578+00:00
# target_ra_deg: 289.43463
# target_dec_deg: 49.4734
# n_comparison_stars: 3
# time_system: BJD_TDB
# BJD_TDB  rel_flux  rel_flux_err
2461282.595720 0.989604 0.006851
2461282.596431 0.999832 0.006850
2461282.597139 1.014794 0.006925
2461282.597846 1.013549 0.006957
2461282.598553 0.991365 0.006743
2461282.599265 0.991500 0.006796
2461282.599973 1.010817 0.006933
2461282.600681 0.977402 0.006779
2461282.601391 1.004688 0.006875
2461282.602099 1.024584 0.006981
2461282.602807 0.991454 0.006866
2461282.603513 0.978701 0.006806
2461282.604222 1.001203 0.006866
2461282.604934 0.972130 0.006681
2461282.605643 0.988142 0.006803
2461282.606351 0.983469 0.006807
2461282.607061 0.987356 0.006909
2461282.607773 0.978752 0.006810
2461282.608484 0.993500 0.006902
2461282.609192 0.984797 0.006878
2461282.609898 1.005798 0.006914
2461282.610606 0.994965 0.006866
2461282.611317 0.972083 0.006802
2461282.612031 0.990696 0.006817
2461282.612740 0.960651 0.006630
2461282.613447 0.975762 0.006727
2461282.614158 0.997058 0.006860
2461282.614868 0.986291 0.006866
2461282.615577 0.986234 0.006951
2461282.616284 0.984610 0.006933
2461282.616996 1.002419 0.007157
2461282.617704 0.984625 0.006865
2461282.618413 1.008182 0.007075
2461282.619121 1.006894 0.007520
2461282.619832 0.986827 0.007164
2461282.620540 0.999245 0.007016
2461282.621249 0.996037 0.006948
2461282.621957 0.986292 0.006822
2461282.622668 1.013648 0.006951
2461282.623377 0.985563 0.006841
2461282.624085 0.978592 0.006931
2461282.624793 0.955482 0.007129
2461282.625502 0.982971 0.007255
2461282.626211 1.006240 0.007275
2461282.626920 0.992683 0.006869
2461282.627629 1.018851 0.006994
2461282.628337 0.994731 0.006932
2461282.629044 0.983382 0.006774
2461282.629751 0.995758 0.006898
2461282.630462 1.004297 0.006951
2461282.631170 0.968483 0.006928
2461282.631879 0.993875 0.007007
2461282.632587 0.976254 0.006774
2461282.633299 1.000562 0.006907
2461282.634010 0.992716 0.006831
2461282.634718 0.991647 0.006867
2461282.635426 1.001745 0.006933
2461282.636137 0.998070 0.006861
2461282.636846 0.983329 0.006810
2461282.637555 0.984559 0.006788
2461282.638264 0.971611 0.006917
2461282.638973 1.016223 0.008121
2461282.639681 0.972064 0.007516
2461282.640393 0.999320 0.007925
2461282.641102 0.987125 0.008593
2461282.641810 1.022246 0.009009
2461282.642519 0.986378 0.008739
2461282.643936 0.969075 0.007978
2461282.644649 1.025802 0.008785
2461282.645357 0.998380 0.007661
2461282.646065 0.985912 0.006835
2461282.646773 0.988364 0.007096
2461282.647480 0.999354 0.007377
2461282.648190 1.018966 0.008445
2461282.648900 1.019046 0.007481
2461282.649607 1.001340 0.007669
2461282.650315 0.993064 0.007504
2461282.651023 0.985024 0.007242
2461282.651731 0.997695 0.007565
2461282.652438 0.996586 0.008216
2461282.653146 0.984266 0.007468
2461282.653856 0.999487 0.007484
2461282.654566 1.001201 0.007607
2461282.655273 0.970846 0.007102
2461282.655980 0.985836 0.007288
2461282.656688 1.013539 0.007153
2461282.657397 0.995949 0.006976
2461282.658107 1.020757 0.007784
2461282.658814 0.991320 0.007876
2461282.659521 1.014568 0.008219
2461282.660229 1.006658 0.008263
2461282.660937 0.956835 0.007807
2461282.661644 1.014005 0.007488
2461282.662352 1.014220 0.007298
2461282.663060 1.019105 0.007544
2461282.663771 0.980046 0.006966
2461282.664479 0.996246 0.007173
2461282.665188 0.998256 0.006906
2461282.665895 1.002350 0.006950
2461282.666604 0.994203 0.006910
2461282.667313 0.991765 0.007004
2461282.668023 1.046496 0.007589
2461282.668732 1.003916 0.007257
2461282.669441 0.989914 0.007611
2461282.670152 1.008856 0.007049
2461282.670861 0.994167 0.007004
2461282.671569 1.003546 0.007131
2461282.672277 1.027529 0.007515
